OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Area,Shape__Length
1690,26,Wicklow,142425,2020/05/03 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,625,438.827453,,,5580728579,427539.1986
1691,1,Carlow,56932,2020/05/04 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,132,231.855547,,,2432351721,319348.5725
1692,2,Cavan,76176,2020/05/04 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,709,930.7393405,,,5575009911,515954.4965
1693,3,Clare,118817,2020/05/04 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,254,213.7741232,,,8722541706,1013948.95
1694,4,Cork,542868,2020/05/04 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1192,219.5745559,,,19529490886,2129949.409
1695,5,Donegal,159192,2020/05/04 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,467,293.3564501,,,14624041937,2145085.774
1696,6,Dublin,1347359,2020/05/04 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,10734,796.669633,,,2612632655,449433.5318
1697,7,Galway,258058,2020/05/04 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,375,145.3161692,,,17079158586,1972288.286
1698,8,Kerry,147707,2020/05/04 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,302,204.4588273,,,12483603408,1753779.819
1699,9,Kildare,222504,2020/05/04 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1289,579.315428,,,4726063622,422182.0368
1700,10,Kilkenny,99232,2020/05/04 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,259,261.0045147,,,5585391835,453397.5722
1701,11,Laois,84697,2020/05/04 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,240,283.3630471,,,4731211499,398512.4622
1702,12,Leitrim,32044,2020/05/04 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,70,218.4496318,,,4618679673,453253.685
1703,13,Limerick,194899,2020/05/04 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,591,303.2339827,,,7206726912,673892.6905
1704,14,Longford,40873,2020/05/04 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,257,628.7769432,,,3097977869,315245.1728
1705,15,Louth,128884,2020/05/04 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,693,537.692809,,,2386326963,352203.5172
1706,16,Mayo,130507,2020/05/04 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,512,392.316121,,,16036984139,2101964.077
1707,17,Meath,195044,2020/05/04 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,722,370.1728841,,,6658570746,554844.7505
1708,18,Monaghan,61386,2020/05/04 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,432,703.7435246,,,3768943157,392803.0473
1709,19,Offaly,77961,2020/05/04 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,339,434.832801,,,5558826350,561440.3786
1710,20,Roscommon,64544,2020/05/04 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,212,328.4581061,,,7278743876,622494.1546
1711,21,Sligo,65535,2020/05/04 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,121,184.634165,,,5348370378,682286.8703
1712,22,Tipperary,159553,2020/05/04 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,501,314.0022438,,,11551196729,781276.5797
1713,23,Waterford,116176,2020/05/04 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,139,119.6460543,,,4848379555,643184.904
1714,24,Westmeath,88770,2020/05/04 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,554,624.0847133,,,5208705730,422669.3327
1715,25,Wexford,149722,2020/05/04 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,184,122.894431,,,6332221063,589324.4767
1716,26,Wicklow,142425,2020/05/04 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,628,440.9338248,,,5580728579,427539.1986
1717,1,Carlow,56932,2020/05/05 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,132,231.855547,,,2432351721,319348.5725
1718,2,Cavan,76176,2020/05/05 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,710,932.0520899,,,5575009911,515954.4965
1719,3,Clare,118817,2020/05/05 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,281,236.4981442,,,8722541706,1013948.95
1720,4,Cork,542868,2020/05/05 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1197,220.4955901,,,19529490886,2129949.409
1721,5,Donegal,159192,2020/05/05 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,469,294.6127946,,,14624041937,2145085.774
1722,6,Dublin,1347359,2020/05/05 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,10840,804.5368755,,,2612632655,449433.5318
1723,7,Galway,258058,2020/05/05 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,380,147.2537182,,,17079158586,1972288.286
1724,8,Kerry,147707,2020/05/05 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,302,204.4588273,,,12483603408,1753779.819
1725,9,Kildare,222504,2020/05/05 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1302,585.1580196,,,4726063622,422182.0368
1726,10,Kilkenny,99232,2020/05/05 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,265,267.0509513,,,5585391835,453397.5722
1727,11,Laois,84697,2020/05/05 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,243,286.9050852,,,4731211499,398512.4622
1728,12,Leitrim,32044,2020/05/05 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,70,218.4496318,,,4618679673,453253.685
1729,13,Limerick,194899,2020/05/05 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,574,294.5115162,,,7206726912,673892.6905
1730,14,Longford,40873,2020/05/05 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,259,633.670149,,,3097977869,315245.1728
1731,15,Louth,128884,2020/05/05 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,699,542.348158,,,2386326963,352203.5172
1732,16,Mayo,130507,2020/05/05 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,514,393.8486058,,,16036984139,2101964.077
1733,17,Meath,195044,2020/05/05 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,723,370.6855889,,,6658570746,554844.7505
1734,18,Monaghan,61386,2020/05/05 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,441,718.404848,,,3768943157,392803.0473
1735,19,Offaly,77961,2020/05/05 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,346,443.8116494,,,5558826350,561440.3786
1736,20,Roscommon,64544,2020/05/05 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,221,342.4020823,,,7278743876,622494.1546
1737,21,Sligo,65535,2020/05/05 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,122,186.1600671,,,5348370378,682286.8703
1738,22,Tipperary,159553,2020/05/05 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,506,317.1359987,,,11551196729,781276.5797
1739,23,Waterford,116176,2020/05/05 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,140,120.5068172,,,4848379555,643184.904
1740,24,Westmeath,88770,2020/05/05 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,627,706.3197026,,,5208705730,422669.3327
1741,25,Wexford,149722,2020/05/05 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,190,126.9018581,,,6332221063,589324.4767
1742,26,Wicklow,142425,2020/05/05 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,633,444.4444444,,,5580728579,427539.1986
1743,1,Carlow,56932,2020/05/06 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,133,233.6120284,,,2432351721,319348.5725
1744,2,Cavan,76176,2020/05/06 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,730,958.3070783,,,5575009911,515954.4965
1745,3,Clare,118817,2020/05/06 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,299,251.6474915,,,8722541706,1013948.95
1746,4,Cork,542868,2020/05/06 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1199,220.8640038,,,19529490886,2129949.409
1747,5,Donegal,159192,2020/05/06 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,469,294.6127946,,,14624041937,2145085.774
1748,6,Dublin,1347359,2020/05/06 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,10885,807.8767426,,,2612632655,449433.5318
1749,7,Galway,258058,2020/05/06 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,381,147.6412279,,,17079158586,1972288.286
1750,8,Kerry,147707,2020/05/06 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,303,205.1358433,,,12483603408,1753779.819
1751,9,Kildare,222504,2020/05/06 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1312,589.6523209,,,4726063622,422182.0368
1752,10,Kilkenny,99232,2020/05/06 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,265,267.0509513,,,5585391835,453397.5722
1753,11,Laois,84697,2020/05/06 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,242,285.7244058,,,4731211499,398512.4622
1754,12,Leitrim,32044,2020/05/06 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,66,205.9667957,,,4618679673,453253.685
1755,13,Limerick,194899,2020/05/06 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,566,290.4068261,,,7206726912,673892.6905
1756,14,Longford,40873,2020/05/06 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,260,636.1167519,,,3097977869,315245.1728
1757,15,Louth,128884,2020/05/06 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,703,545.451724,,,2386326963,352203.5172
1758,16,Mayo,130507,2020/05/06 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,518,396.9135755,,,16036984139,2101964.077
1759,17,Meath,195044,2020/05/06 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,727,372.7364082,,,6658570746,554844.7505
1760,18,Monaghan,61386,2020/05/06 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,443,721.6629199,,,3768943157,392803.0473
1761,19,Offaly,77961,2020/05/06 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,345,442.5289568,,,5558826350,561440.3786
1762,20,Roscommon,64544,2020/05/06 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,228,353.2473971,,,7278743876,622494.1546
1763,21,Sligo,65535,2020/05/06 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,116,177.004654,,,5348370378,682286.8703
1764,22,Tipperary,159553,2020/05/06 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,512,320.8965046,,,11551196729,781276.5797
1765,23,Waterford,116176,2020/05/06 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,140,120.5068172,,,4848379555,643184.904
1766,24,Westmeath,88770,2020/05/06 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,633,713.0787428,,,5208705730,422669.3327
1767,25,Wexford,149722,2020/05/06 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,190,126.9018581,,,6332221063,589324.4767
1768,26,Wicklow,142425,2020/05/06 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,636,446.5508162,,,5580728579,427539.1986
1769,1,Carlow,56932,2020/05/07 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,136,238.8814726,,,2432351721,319348.5725
1770,2,Cavan,76176,2020/05/07 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,748,981.9365679,,,5575009911,515954.4965
1771,3,Clare,118817,2020/05/07 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,303,255.0140131,,,8722541706,1013948.95
1772,4,Cork,542868,2020/05/07 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1205,221.9692448,,,19529490886,2129949.409
1773,5,Donegal,159192,2020/05/07 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,469,294.6127946,,,14624041937,2145085.774
1774,6,Dublin,1347359,2020/05/07 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,10948,812.5525565,,,2612632655,449433.5318
1775,7,Galway,258058,2020/05/07 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,382,148.0287377,,,17079158586,1972288.286
1776,8,Kerry,147707,2020/05/07 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,303,205.1358433,,,12483603408,1753779.819
1777,9,Kildare,222504,2020/05/07 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1317,591.8994715,,,4726063622,422182.0368
1778,10,Kilkenny,99232,2020/05/07 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,271,273.0973879,,,5585391835,453397.5722
1779,11,Laois,84697,2020/05/07 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,247,291.6278026,,,4731211499,398512.4622
1780,12,Leitrim,32044,2020/05/07 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,66,205.9667957,,,4618679673,453253.685
1781,13,Limerick,194899,2020/05/07 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,570,292.4591712,,,7206726912,673892.6905
1782,14,Longford,40873,2020/05/07 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,264,645.9031635,,,3097977869,315245.1728
1783,15,Louth,128884,2020/05/07 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,715,554.762422,,,2386326963,352203.5172
1784,16,Mayo,130507,2020/05/07 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,522,399.9785452,,,16036984139,2101964.077
1785,17,Meath,195044,2020/05/07 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,754,386.5794385,,,6658570746,554844.7505
1786,18,Monaghan,61386,2020/05/07 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,447,728.1790636,,,3768943157,392803.0473
1787,19,Offaly,77961,2020/05/07 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,349,447.6597273,,,5558826350,561440.3786
1788,20,Roscommon,64544,2020/05/07 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,234,362.5433813,,,7278743876,622494.1546
1789,21,Sligo,65535,2020/05/07 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,116,177.004654,,,5348370378,682286.8703
1790,22,Tipperary,159553,2020/05/07 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,515,322.7767576,,,11551196729,781276.5797
1791,23,Waterford,116176,2020/05/07 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,143,123.0891062,,,4848379555,643184.904
1792,24,Westmeath,88770,2020/05/07 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,640,720.9642897,,,5208705730,422669.3327
1793,25,Wexford,149722,2020/05/07 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,194,129.5734762,,,6332221063,589324.4767
1794,26,Wicklow,142425,2020/05/07 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,637,447.2529401,,,5580728579,427539.1986
1795,1,Carlow,56932,2020/05/08 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,139,244.1509169,,,2432351721,319348.5725
1796,2,Cavan,76176,2020/05/08 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,752,987.1875656,,,5575009911,515954.4965
1797,3,Clare,118817,2020/05/08 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,303,255.0140131,,,8722541706,1013948.95
1798,4,Cork,542868,2020/05/08 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1207,222.3376585,,,19529490886,2129949.409
1799,5,Donegal,159192,2020/05/08 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,469,294.6127946,,,14624041937,2145085.774
1800,6,Dublin,1347359,2020/05/08 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,11068,821.4588688,,,2612632655,449433.5318
1801,7,Galway,258058,2020/05/08 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,388,150.3537964,,,17079158586,1972288.286
1802,8,Kerry,147707,2020/05/08 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,303,205.1358433,,,12483603408,1753779.819
1803,9,Kildare,222504,2020/05/08 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1324,595.0454823,,,4726063622,422182.0368
1804,10,Kilkenny,99232,2020/05/08 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,277,279.1438246,,,5585391835,453397.5722
1805,11,Laois,84697,2020/05/08 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,247,291.6278026,,,4731211499,398512.4622
1806,12,Leitrim,32044,2020/05/08 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,66,205.9667957,,,4618679673,453253.685
1807,13,Limerick,194899,2020/05/08 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,572,293.4853437,,,7206726912,673892.6905
1808,14,Longford,40873,2020/05/08 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,264,645.9031635,,,3097977869,315245.1728
1809,15,Louth,128884,2020/05/08 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,721,559.417771,,,2386326963,352203.5172
1810,16,Mayo,130507,2020/05/08 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,522,399.9785452,,,16036984139,2101964.077
1811,17,Meath,195044,2020/05/08 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,758,388.6302578,,,6658570746,554844.7505
1812,18,Monaghan,61386,2020/05/08 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,447,728.1790636,,,3768943157,392803.0473
1813,19,Offaly,77961,2020/05/08 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,350,448.9424199,,,5558826350,561440.3786
1814,20,Roscommon,64544,2020/05/08 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,235,364.0927119,,,7278743876,622494.1546
1815,21,Sligo,65535,2020/05/08 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,116,177.004654,,,5348370378,682286.8703
1816,22,Tipperary,159553,2020/05/08 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,517,324.0302595,,,11551196729,781276.5797
1817,23,Waterford,116176,2020/05/08 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,143,123.0891062,,,4848379555,643184.904
1818,24,Westmeath,88770,2020/05/08 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,641,722.0907964,,,5208705730,422669.3327
1819,25,Wexford,149722,2020/05/08 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,199,132.9129988,,,6332221063,589324.4767
1820,26,Wicklow,142425,2020/05/08 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,643,451.4656837,,,5580728579,427539.1986
1821,1,Carlow,56932,2020/05/09 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,141,247.6638797,,,2432351721,319348.5725
1822,2,Cavan,76176,2020/05/09 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,753,988.5003151,,,5575009911,515954.4965
1823,3,Clare,118817,2020/05/09 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,305,256.697274,,,8722541706,1013948.95
1824,4,Cork,542868,2020/05/09 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1232,226.9428296,,,19529490886,2129949.409
